"Top Content"
"Sunday, March 1, 2015","Wednesday, October 28, 2015"
"24387 media entries were played 424,843 times"
"# ------------------------------------"
""
"# ------------------------------------"
"# Graph"
"# ------------------------------------"
""
"Sunday, March 1, 2015","748"
"Monday, March 2, 2015","754"
"Tuesday, March 3, 2015","1038"
"Wednesday, March 4, 2015","1383"
"Thursday, March 5, 2015","1391"
"Friday, March 6, 2015","957"
"Saturday, March 7, 2015","579"
"Sunday, March 8, 2015","597"
"Monday, March 9, 2015","682"
"Tuesday, March 10, 2015","992"
"Wednesday, March 11, 2015","1597"
"Thursday, March 12, 2015","1413"
"Friday, March 13, 2015","1277"
"Saturday, March 14, 2015","960"
"Sunday, March 15, 2015","1011"
"Monday, March 16, 2015","1055"
"Tuesday, March 17, 2015","1530"
"Wednesday, March 18, 2015","1168"
"Thursday, March 19, 2015","1251"
"Friday, March 20, 2015","1119"
"Saturday, March 21, 2015","834"
"Sunday, March 22, 2015","857"
"Monday, March 23, 2015","1126"
"Tuesday, March 24, 2015","1219"
"Wednesday, March 25, 2015","1557"
"Thursday, March 26, 2015","1507"
"Friday, March 27, 2015","817"
"Saturday, March 28, 2015","1392"
"Sunday, March 29, 2015","1288"
"Monday, March 30, 2015","1310"
"Tuesday, March 31, 2015","1962"
"Wednesday, April 1, 2015","1517"
"Thursday, April 2, 2015","1616"
"Friday, April 3, 2015","1027"
"Saturday, April 4, 2015","1085"
"Sunday, April 5, 2015","850"
"Monday, April 6, 2015","1134"
"Tuesday, April 7, 2015","1577"
"Wednesday, April 8, 2015","1755"
"Thursday, April 9, 2015","1890"
"Friday, April 10, 2015","1123"
"Saturday, April 11, 2015","757"
"Sunday, April 12, 2015","764"
"Monday, April 13, 2015","1226"
"Tuesday, April 14, 2015","1943"
"Wednesday, April 15, 2015","1400"
"Thursday, April 16, 2015","1516"
"Friday, April 17, 2015","976"
"Saturday, April 18, 2015","1201"
"Sunday, April 19, 2015","860"
"Monday, April 20, 2015","1287"
"Tuesday, April 21, 2015","2375"
"Wednesday, April 22, 2015","1721"
"Thursday, April 23, 2015","1557"
"Friday, April 24, 2015","1152"
"Saturday, April 25, 2015","864"
"Sunday, April 26, 2015","833"
"Monday, April 27, 2015","1085"
"Tuesday, April 28, 2015","1453"
"Wednesday, April 29, 2015","1374"
"Thursday, April 30, 2015","1635"
"Friday, May 1, 2015","947"
"Saturday, May 2, 2015","906"
"Sunday, May 3, 2015","800"
"Monday, May 4, 2015","1032"
"Tuesday, May 5, 2015","1095"
"Wednesday, May 6, 2015","4730"
"Thursday, May 7, 2015","2959"
"Friday, May 8, 2015","1503"
"Saturday, May 9, 2015","1392"
"Sunday, May 10, 2015","960"
"Monday, May 11, 2015","1304"
"Tuesday, May 12, 2015","1630"
"Wednesday, May 13, 2015","1540"
"Thursday, May 14, 2015","1711"
"Friday, May 15, 2015","1132"
"Saturday, May 16, 2015","1139"
"Sunday, May 17, 2015","1002"
"Monday, May 18, 2015","1047"
"Tuesday, May 19, 2015","1935"
"Wednesday, May 20, 2015","1479"
"Thursday, May 21, 2015","1856"
"Friday, May 22, 2015","1274"
"Saturday, May 23, 2015","1140"
"Sunday, May 24, 2015","975"
"Monday, May 25, 2015","1320"
"Tuesday, May 26, 2015","1535"
"Wednesday, May 27, 2015","1560"
"Thursday, May 28, 2015","1534"
"Friday, May 29, 2015","1242"
"Saturday, May 30, 2015","1296"
"Sunday, May 31, 2015","1141"
"Monday, June 1, 2015","1200"
"Tuesday, June 2, 2015","1416"
"Wednesday, June 3, 2015","1315"
"Thursday, June 4, 2015","1535"
"Friday, June 5, 2015","1230"
"Saturday, June 6, 2015","852"
"Sunday, June 7, 2015","868"
"Monday, June 8, 2015","1012"
"Tuesday, June 9, 2015","1256"
"Wednesday, June 10, 2015","1110"
"Thursday, June 11, 2015","1759"
"Friday, June 12, 2015","1131"
"Saturday, June 13, 2015","1125"
"Sunday, June 14, 2015","1406"
"Monday, June 15, 2015","1417"
"Tuesday, June 16, 2015","1225"
"Wednesday, June 17, 2015","1145"
"Thursday, June 18, 2015","1333"
"Friday, June 19, 2015","1152"
"Saturday, June 20, 2015","1223"
"Sunday, June 21, 2015","979"
"Monday, June 22, 2015","1187"
"Tuesday, June 23, 2015","1562"
"Wednesday, June 24, 2015","1646"
"Thursday, June 25, 2015","1796"
"Friday, June 26, 2015","1048"
"Saturday, June 27, 2015","1079"
"Sunday, June 28, 2015","1645"
"Monday, June 29, 2015","1367"
"Tuesday, June 30, 2015","1634"
"Wednesday, July 1, 2015","1924"
"Thursday, July 2, 2015","1598"
"Friday, July 3, 2015","970"
"Saturday, July 4, 2015","1234"
"Sunday, July 5, 2015","1025"
"Monday, July 6, 2015","1254"
"Tuesday, July 7, 2015","1328"
"Wednesday, July 8, 2015","1070"
"Thursday, July 9, 2015","1599"
"Friday, July 10, 2015","1682"
"Saturday, July 11, 2015","946"
"Sunday, July 12, 2015","1801"
"Monday, July 13, 2015","1465"
"Tuesday, July 14, 2015","1588"
"Wednesday, July 15, 2015","1296"
"Thursday, July 16, 2015","1717"
"Friday, July 17, 2015","1040"
"Saturday, July 18, 2015","1069"
"Sunday, July 19, 2015","893"
"Monday, July 20, 2015","1458"
"Tuesday, July 21, 2015","1647"
"Wednesday, July 22, 2015","1586"
"Thursday, July 23, 2015","1750"
"Friday, July 24, 2015","1471"
"Saturday, July 25, 2015","974"
"Sunday, July 26, 2015","1542"
"Monday, July 27, 2015","1500"
"Tuesday, July 28, 2015","1891"
"Wednesday, July 29, 2015","1641"
"Thursday, July 30, 2015","1530"
"Friday, July 31, 2015","1656"
"Saturday, August 1, 2015","1167"
"Sunday, August 2, 2015","1047"
"Monday, August 3, 2015","1505"
"Tuesday, August 4, 2015","1710"
"Wednesday, August 5, 2015","1708"
"Thursday, August 6, 2015","1540"
"Friday, August 7, 2015","1106"
"Saturday, August 8, 2015","791"
"Sunday, August 9, 2015","1524"
"Monday, August 10, 2015","1646"
"Tuesday, August 11, 2015","1589"
"Wednesday, August 12, 2015","1527"
"Thursday, August 13, 2015","2400"
"Friday, August 14, 2015","1496"
"Saturday, August 15, 2015","1144"
"Sunday, August 16, 2015","1079"
"Monday, August 17, 2015","1375"
"Tuesday, August 18, 2015","1408"
"Wednesday, August 19, 2015","5904"
"Thursday, August 20, 2015","3786"
"Friday, August 21, 2015","4072"
"Saturday, August 22, 2015","2383"
"Sunday, August 23, 2015","2194"
"Monday, August 24, 2015","2477"
"Tuesday, August 25, 2015","2710"
"Wednesday, August 26, 2015","3984"
"Thursday, August 27, 2015","3038"
"Friday, August 28, 2015","3101"
"Saturday, August 29, 2015","2433"
"Sunday, August 30, 2015","2340"
"Monday, August 31, 2015","8016"
"Tuesday, September 1, 2015","5741"
"Wednesday, September 2, 2015","6050"
"Thursday, September 3, 2015","5032"
"Friday, September 4, 2015","3306"
"Saturday, September 5, 2015","2732"
"Sunday, September 6, 2015","2383"
"Monday, September 7, 2015","2708"
"Tuesday, September 8, 2015","2775"
"Wednesday, September 9, 2015","2386"
"Thursday, September 10, 2015","3363"
"Friday, September 11, 2015","2983"
"Saturday, September 12, 2015","2090"
"Sunday, September 13, 2015","2763"
"Monday, September 14, 2015","2580"
"Tuesday, September 15, 2015","2684"
"Wednesday, September 16, 2015","2788"
"Thursday, September 17, 2015","4066"
"Friday, September 18, 2015","2398"
"Saturday, September 19, 2015","1781"
"Sunday, September 20, 2015","1735"
"Monday, September 21, 2015","2011"
"Tuesday, September 22, 2015","3172"
"Wednesday, September 23, 2015","2041"
"Thursday, September 24, 2015","2271"
"Friday, September 25, 2015","1852"
"Saturday, September 26, 2015","1479"
"Sunday, September 27, 2015","1941"
"Monday, September 28, 2015","2311"
"Tuesday, September 29, 2015","2376"
"Wednesday, September 30, 2015","2219"
"Thursday, October 1, 2015","2228"
"Friday, October 2, 2015","2148"
"Saturday, October 3, 2015","1310"
"Sunday, October 4, 2015","2325"
"Monday, October 5, 2015","2417"
"Tuesday, October 6, 2015","3194"
"Wednesday, October 7, 2015","3434"
"Thursday, October 8, 2015","3206"
"Friday, October 9, 2015","2513"
"Saturday, October 10, 2015","1749"
"Sunday, October 11, 2015","2317"
"Monday, October 12, 2015","2493"
"Tuesday, October 13, 2015","3159"
"Wednesday, October 14, 2015","2800"
"Thursday, October 15, 2015","2597"
"Friday, October 16, 2015","1816"
"Saturday, October 17, 2015","1608"
"Sunday, October 18, 2015","2510"
"Monday, October 19, 2015","2833"
"Tuesday, October 20, 2015","2276"
"Wednesday, October 21, 2015","2788"
"Thursday, October 22, 2015","2611"
"Friday, October 23, 2015","2872"
"Saturday, October 24, 2015","1786"
"Sunday, October 25, 2015","2140"
"Monday, October 26, 2015","2635"
"Tuesday, October 27, 2015","1964"
"Wednesday, October 28, 2015","59"
""
"# ------------------------------------"
"# Total"
"# ------------------------------------"
"Plays","Minutes Viewed","Avg. View Time","Player Impressions","Play to Impression Ratio","Avg. View Drop-off"
"424843","2017149.357","4.7479877","733266","0.5794","0.62369334"
""
"# ------------------------------------"
"# Table","","Total Count","24387"
"# ------------------------------------"
"Object Id","Entry Name","Plays","Minutes Viewed","Avg. View Time","Player Impressions","Play to Impression Ratio","Avg. View Drop-off"
"0_m7q749qy","What Can You Do With Python?","3975","5794.549","1.4577482","12976","0.3063","0.67396226"
"0_mxmnzs13","01_introduction_to_data_science_with_r_studio___revised","3487","22027.589","6.3170602","12918","0.2699","0.40787210"
"0_x7ieydcr","Python Basic Data Types","3199","20688.000","6.4670209","3497","0.9148","0.40504845"
"0_ujovf4da","01_the_case_for_kafka","3062","17655.338","5.7659497","8085","0.3787","0.50751143"
"0_re50qao9","Environment Setup","2998","2112.724","0.7047111","3187","0.9407","0.78043696"
"0_f0qwgcb3","01_pre_flight_check","2327","10977.735","4.7175483","5256","0.4427","0.35829394"
"0_0jlhrlmh","Computational Thinking: Just Enough Math","2124","32085.900","15.1063559","8267","0.2569","0.32627119"
"0_uz8ecspj","02_1_orientation_to_r_","1989","15685.171","7.8859583","2307","0.8622","0.47398190"
"0_kowji77d","01","1955","1167.629","0.5972527","4707","0.4153","0.70613811"
"0_u86i14ag","000_motivation_how_do_we_learn_to_program","1896","3642.698","1.9212542","5675","0.3341","0.39781118"
"0_5uxaks32","02","1719","7835.544","4.5581990","1986","0.8656","0.43731821"
"0_vssoq1td","0101","1678","1202.421","0.7165799","6571","0.2554","0.66567342"
"0_4iyd1bhi","02_the_basics___rev","1666","8939.989","5.3661399","1902","0.8759","0.57217887"
"0_a6zn55d9","Efficient Searching using BinaryArraySearch and Binary Search Trees Part 1","1643","10861.882","6.6110055","3661","0.4488","0.25136945"
"0_ajml41aa","01","1600","8102.726","5.0642038","3678","0.4350","0.29093750"
"0_l653vhwp","0101","1590","3809.472","2.3958943","5045","0.3152","0.58679245"
"0_mu1ct9xk","Architecture Soft Skills Part 1","1575","10852.716","6.8906133","1874","0.8404","0.53460317"
"0_e1zi4fbq","0101","1574","1842.671","1.1706931","5967","0.2638","0.61054638"
"0_6d0ltulk","Introduction","1561","18014.740","11.5405125","6569","0.2376","0.40775144"
"0_i4zczmie","analyzingdatawithpython","1539","18973.619","12.3285374","6023","0.2555","0.33170890"
"0_elz56qk3","01","1470","1737.863","1.1822197","5343","0.2751","0.62006803"
"0_58yex3aw","01_meta_overview___rev","1466","3259.790","2.2235948","3793","0.3865","0.49505457"
